tiempo,CREEMOS,ADN,MAS-IPSP,FPV,PAN BOL,LIBRE 21,CC,JUNTOS
18/10/2020 18:09:59,0,0,0,0,0,0,0,0
18/10/2020 18:27:06,0,0,0,0,0,0,0,0
18/10/2020 18:43:21,0,0,0,0,0,0,0,0
18/10/2020 18:50:27,0,0,0,0,0,0,0,0
18/10/2020 18:57:34,0,0,0,0,0,0,0,0
